,index,city,party_FDP_gn,seats_FDP_gn,seats_total,party_FDP_bn,seats_FDP_bn,party_CDU_gn,seats_CDU_gn,party_CDU_bn,seats_CDU_bn,party_SPD_gn,seats_SPD_gn,party_SPD_bn,seats_SPD_bn,party_Grüne_gn,seats_Grüne_gn,party_Grüne_bn,seats_Grüne_bn,party_AfD_gn,seats_AfD_gn,party_AfD_bn,seats_AfD_bn,party_Die Linke_gn,seats_Die Linke_gn,party_Die Linke_bn,seats_Die Linke_bn
601,38,Friedrichsdorf,SPD,6,45,Grüne,14,Grüne,12,Grüne,15,CDU,9,Grüne,15,Grüne,16,CDU,8,FW,6,FW,6,FW,6,FW,6
602,39,Friedrichsdorf,FW,6,45,LF,2,SPD,5,SPD,7,Grüne,12,CDU,11,FW,6,Grüne,9,FDP,6,FDP,6,FDP,6,FDP,6
603,40,Friedrichsdorf,FDP,7,45,CDU,11,CDU,13,LF,2,FW,6,Grüne,16,Grüne,17,FDP,8,Grüne,13,Grüne,13,Grüne,13,Grüne,13
604,41,Friedrichsdorf,Grüne,13,45,Grüne,15,FW,6,Grüne,16,FDP,6,LF,2,FDP,6,SPD,7,CDU,10,CDU,10,CDU,10,CDU,10
605,42,Friedrichsdorf,CDU,10,45,FW,7,Grüne,13,FW,7,SPD,9,FDP,7,CDU,9,FW,9,Grüne,14,Grüne,14,Grüne,14,Grüne,14
606,43,Friedrichsdorf,Grüne,14,45,SPD,9,CDU,14,FDP,8,Grüne,13,FW,7,SPD,5,CDU,9,LF,2,LF,2,LF,2,LF,2
607,44,Friedrichsdorf,LF,2,45,Grüne,16,FDP,6,Grüne,17,CDU,10,CDU,12,Grüne,18,Grüne,10,SPD,7,SPD,7,SPD,7,SPD,7
608,0,Fulda,CDU,1,59,CDU,1,CDU,1,Grüne,1,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1
609,1,Fulda,FDP,1,59,Grüne,1,CDU,2,CDU,1,SPD,1,Grüne,1,Grüne,1,CDU,2,Grüne,1,Grüne,1,Grüne,1,CDU,2
610,2,Fulda,Grüne,1,59,SPD,1,Grüne,1,SPD,1,CDU,2,CDU,2,CDU,2,SPD,1,CDU,2,CDU,2,CDU,2,Grüne,1
611,3,Fulda,CDU,2,59,CDU,2,CDU,3,FDP,1,Grüne,1,Christliche Wähler-Einheit,1,Grüne,2,Christliche Wähler-Einheit,1,SPD,1,SPD,1,SPD,1,SPD,1
612,4,Fulda,SPD,1,59,Christliche Wähler-Einheit,1,CDU,4,Christliche Wähler-Einheit,1,Christliche Wähler-Einheit,1,CDU,3,SPD,1,FDP,1,Christliche Wähler-Einheit,1,Christliche Wähler-Einheit,1,Christliche Wähler-Einheit,1,Christliche Wähler-Einheit,1
613,5,Fulda,Christliche Wähler-Einheit,1,59,CDU,3,Christliche Wähler-Einheit,1,Grüne,2,SPD,2,FDP,1,Christliche Wähler-Einheit,1,Grüne,1,CDU,3,CDU,3,Die Linke,1,CDU,3
614,6,Fulda,CDU,3,59,Grüne,2,SPD,1,CDU,2,CDU,3,Grüne,2,CDU,3,CDU,3,FDP,1,FDP,1,CDU,3,FDP,1
615,7,Fulda,FDP,2,59,SPD,2,CDU,5,AfD,1,FDP,1,Die Linke,1,FDP,1,Bündnis C - Christen für Deutschland,1,AfD,1,Grüne,2,FDP,1,CDU,4
616,8,Fulda,Grüne,2,59,CDU,4,Grüne,2,Die Linke,1,Bündnis C - Christen für Deutschland,1,CDU,4,Grüne,3,Bürger für Osthessen,1,Grüne,2,CDU,4,Grüne,2,Bündnis C - Christen für Deutschland,1
617,9,Fulda,Bündnis C - Christen für Deutschland,1,59,Die Linke,1,CDU,6,SPD,2,Bürger für Osthessen,1,Bündnis C - Christen für Deutschland,1,Bündnis C - Christen für Deutschland,1,CDU,4,CDU,4,Bündnis C - Christen für Deutschland,1,CDU,4,Bürger für Osthessen,1
618,10,Fulda,Bürger für Osthessen,1,59,Bündnis C - Christen für Deutschland,1,Bündnis C - Christen für Deutschland,1,Bündnis C - Christen für Deutschland,1,CDU,4,Bürger für Osthessen,1,Bürger für Osthessen,1,Die Linke,1,Bündnis C - Christen für Deutschland,1,Bürger für Osthessen,1,Bündnis C - Christen für Deutschland,1,Grüne,2
619,11,Fulda,Die Linke,1,59,Bürger für Osthessen,1,Bürger für Osthessen,1,Bürger für Osthessen,1,Die Linke,1,Grüne,3,CDU,4,SPD,2,Bürger für Osthessen,1,Die Linke,1,Bürger für Osthessen,1,SPD,2
620,12,Fulda,CDU,4,59,AfD,1,FDP,1,Grüne,3,Grüne,2,CDU,5,Die Linke,1,Links für soziale Gerechtigkeit,1,Die Linke,1,SPD,2,SPD,2,Links für soziale Gerechtigkeit,1
621,13,Fulda,SPD,2,59,CDU,5,Die Linke,1,Links für soziale Gerechtigkeit,1,SPD,3,AfD,1,Links für soziale Gerechtigkeit,1,PARTEI,1,SPD,2,Links für soziale Gerechtigkeit,1,Links für soziale Gerechtigkeit,1,CDU,5
622,14,Fulda,Links für soziale Gerechtigkeit,1,59,Links für soziale Gerechtigkeit,1,CDU,7,CDU,3,Links für soziale Gerechtigkeit,1,Links für soziale Gerechtigkeit,1,PARTEI,1,Christliche Wähler-Einheit,2,Links für soziale Gerechtigkeit,1,CDU,5,CDU,5,PARTEI,1
623,15,Fulda,PARTEI,1,59,PARTEI,1,Links für soziale Gerechtigkeit,1,PARTEI,1,PARTEI,1,PARTEI,1,Grüne,4,CDU,5,PARTEI,1,PARTEI,1,PARTEI,1,Christliche Wähler-Einheit,2
624,16,Fulda,CDU,5,59,Grüne,3,PARTEI,1,FDP,2,CDU,5,Christliche Wähler-Einheit,2,CDU,5,AfD,1,CDU,5,Christliche Wähler-Einheit,2,Christliche Wähler-Einheit,2,CDU,6
625,17,Fulda,Christliche Wähler-Einheit,2,59,SPD,3,CDU,8,Christliche Wähler-Einheit,2,Christliche Wähler-Einheit,2,CDU,6,SPD,2,Volt,1,Christliche Wähler-Einheit,2,Grüne,3,AfD,1,Volt,1
626,18,Fulda,AfD,1,59,Christliche Wähler-Einheit,2,Christliche Wähler-Einheit,2,SPD,3,SPD,4,SPD,1,Christliche Wähler-Einheit,2,FDP,2,Grüne,3,CDU,6,Die Linke,2,Grüne,3
627,19,Fulda,FDP,3,59,CDU,6,AfD,1,Volt,1,AfD,1,FDP,2,AfD,1,Grüne,2,CDU,6,Volt,1,Grüne,3,FDP,2
628,20,Fulda,Grüne,3,59,Volt,1,SPD,2,Grüne,4,CDU,6,Volt,1,Volt,1,CDU,6,Volt,1,SPD,3,CDU,6,SPD,3
629,21,Fulda,Volt,1,59,CDU,7,Grüne,3,CDU,4,Volt,1,Grüne,4,Grüne,5,SPD,3,FDP,2,FDP,2,Volt,1,CDU,7
630,22,Fulda,CDU,6,59,Grüne,4,CDU,9,AfD,2,Grüne,3,CDU,7,CDU,6,CDU,7,SPD,3,CDU,7,FDP,2,AfD,1
631,23,Fulda,SPD,3,59,SPD,4,Volt,1,Die Linke,2,FDP,2,Die Linke,2,FDP,2,Bündnis C - Christen für Deutschland,2,CDU,7,Grüne,4,SPD,3,CDU,8
632,24,Fulda,CDU,7,59,CDU,8,CDU,10,Grüne,5,CDU,7,CDU,8,CDU,7,Bürger für Osthessen,2,AfD,2,CDU,8,CDU,7,Bündnis C - Christen für Deutschland,2
633,25,Fulda,FDP,4,59,Die Linke,2,CDU,11,FDP,3,SPD,5,Grüne,5,Grüne,6,Christliche Wähler-Einheit,3,Grüne,4,Bündnis C - Christen für Deutschland,2,Grüne,4,Bürger für Osthessen,2
634,26,Fulda,Grüne,4,59,Bündnis C - Christen für Deutschland,2,Grüne,4,SPD,4,Bündnis C - Christen für Deutschland,2,Bündnis C - Christen für Deutschland,2,Bündnis C - Christen für Deutschland,2,CDU,8,CDU,8,Bürger für Osthessen,2,CDU,8,Christliche Wähler-Einheit,3
635,27,Fulda,Bündnis C - Christen für Deutschland,2,59,Bürger für Osthessen,2,CDU,12,Bündnis C - Christen für Deutschland,2,Bürger für Osthessen,2,Bürger für Osthessen,2,Bürger für Osthessen,2,Die Linke,2,Bündnis C - Christen für Deutschland,2,Christliche Wähler-Einheit,3,Bündnis C - Christen für Deutschland,2,Grüne,4
636,28,Fulda,Bürger für Osthessen,2,59,Christliche Wähler-Einheit,3,Bündnis C - Christen für Deutschland,2,Bürger für Osthessen,2,CDU,8,Christliche Wähler-Einheit,3,SPD,3,SPD,4,Bürger für Osthessen,2,Die Linke,2,Bürger für Osthessen,2,SPD,4
637,29,Fulda,Die Linke,2,59,AfD,2,Bürger für Osthessen,2,Christliche Wähler-Einheit,3,Die Linke,2,CDU,9,Christliche Wähler-Einheit,3,Links für soziale Gerechtigkeit,2,Christliche Wähler-Einheit,3,SPD,4,Christliche Wähler-Einheit,3,CDU,9
638,30,Fulda,Christliche Wähler-Einheit,3,59,CDU,9,FDP,2,CDU,5,Christliche Wähler-Einheit,3,FDP,3,CDU,8,FDP,3,Die Linke,2,CDU,9,Die Linke,3,FDP,3
639,31,Fulda,CDU,8,59,Grüne,5,Christliche Wähler-Einheit,3,Grüne,6,Grüne,4,Grüne,6,Die Linke,2,PARTEI,2,SPD,4,Grüne,5,CDU,9,Links für soziale Gerechtigkeit,2
640,32,Fulda,SPD,4,59,SPD,5,Die Linke,2,Links für soziale Gerechtigkeit,2,SPD,6,CDU,10,Grüne,7,Grüne,3,CDU,9,FDP,3,SPD,4,CDU,10
641,33,Fulda,CDU,9,59,CDU,10,CDU,13,CDU,6,CDU,9,AfD,2,CDU,9,CDU,9,Grüne,5,Links für soziale Gerechtigkeit,2,FDP,3,PARTEI,2
642,34,Fulda,FDP,5,59,Links für soziale Gerechtigkeit,2,SPD,3,PARTEI,2,FDP,3,Links für soziale Gerechtigkeit,2,FDP,3,Christliche Wähler-Einheit,4,FDP,3,CDU,10,Links für soziale Gerechtigkeit,2,Grüne,5
643,35,Fulda,Grüne,5,59,PARTEI,2,CDU,14,SPD,5,Links für soziale Gerechtigkeit,2,PARTEI,2,Links für soziale Gerechtigkeit,2,CDU,10,Links für soziale Gerechtigkeit,2,PARTEI,2,Grüne,5,CDU,11
644,36,Fulda,Links für soziale Gerechtigkeit,2,59,CDU,11,Links für soziale Gerechtigkeit,2,FDP,4,PARTEI,2,CDU,11,PARTEI,2,AfD,2,PARTEI,2,SPD,5,CDU,10,SPD,5
645,37,Fulda,PARTEI,2,59,Grüne,6,PARTEI,2,AfD,3,SPD,7,Christliche Wähler-Einheit,4,Grüne,8,SPD,5,CDU,10,CDU,11,PARTEI,2,Christliche Wähler-Einheit,4
646,38,Fulda,CDU,10,59,SPD,6,Grüne,5,Christliche Wähler-Einheit,4,CDU,10,Grüne,7,CDU,10,Bündnis C - Christen für Deutschland,3,SPD,5,Christliche Wähler-Einheit,4,CDU,11,CDU,12
647,39,Fulda,Christliche Wähler-Einheit,4,59,Christliche Wähler-Einheit,4,CDU,15,Grüne,7,Grüne,5,Die Linke,3,SPD,4,Bürger für Osthessen,3,Christliche Wähler-Einheit,4,Grüne,6,Christliche Wähler-Einheit,4,Bündnis C - Christen für Deutschland,3
648,40,Fulda,AfD,2,59,CDU,12,CDU,16,CDU,7,Christliche Wähler-Einheit,4,CDU,12,Christliche Wähler-Einheit,4,Volt,2,CDU,11,CDU,12,SPD,5,Bürger für Osthessen,3
649,41,Fulda,SPD,5,59,Die Linke,3,Christliche Wähler-Einheit,4,Die Linke,3,CDU,11,SPD,2,Grüne,9,CDU,11,AfD,3,Bündnis C - Christen für Deutschland,3,AfD,2,Volt,2
650,42,Fulda,FDP,6,59,Bündnis C - Christen für Deutschland,3,AfD,2,SPD,6,SPD,8,FDP,4,AfD,2,FDP,4,Grüne,6,Bürger für Osthessen,3,Die Linke,4,Grüne,6
651,43,Fulda,Grüne,6,59,Bürger für Osthessen,3,CDU,17,Bündnis C - Christen für Deutschland,3,AfD,2,Bündnis C - Christen für Deutschland,3,CDU,11,Grüne,4,CDU,12,Volt,2,Grüne,6,CDU,13
652,44,Fulda,CDU,11,59,Volt,2,SPD,4,Bürger für Osthessen,3,Bündnis C - Christen für Deutschland,3,Bürger für Osthessen,3,Bündnis C - Christen für Deutschland,3,CDU,12,Bündnis C - Christen für Deutschland,3,Die Linke,3,CDU,12,FDP,4
653,45,Fulda,Bündnis C - Christen für Deutschland,3,59,Grüne,7,Grüne,6,Volt,2,Bürger für Osthessen,3,CDU,13,Bürger für Osthessen,3,Christliche Wähler-Einheit,5,Bürger für Osthessen,3,CDU,13,Bündnis C - Christen für Deutschland,3,SPD,6
654,46,Fulda,Bürger für Osthessen,3,59,SPD,7,CDU,18,Grüne,8,CDU,12,Volt,2,Volt,2,Die Linke,3,Volt,2,SPD,6,Bürger für Osthessen,3,Christliche Wähler-Einheit,5
655,47,Fulda,Die Linke,3,59,CDU,13,Bündnis C - Christen für Deutschland,3,CDU,8,Die Linke,3,Grüne,8,Grüne,10,SPD,6,Die Linke,3,FDP,4,Volt,2,CDU,14
656,48,Fulda,Volt,2,59,AfD,3,Bürger für Osthessen,3,FDP,5,Volt,2,CDU,14,CDU,12,Links für soziale Gerechtigkeit,3,FDP,4,Grüne,7,FDP,4,AfD,2
657,49,Fulda,CDU,12,59,CDU,14,FDP,3,Christliche Wähler-Einheit,5,Grüne,6,Christliche Wähler-Einheit,5,Die Linke,3,CDU,13,SPD,6,CDU,14,CDU,13,Grüne,7
658,50,Fulda,FDP,7,59,Christliche Wähler-Einheit,5,Volt,2,SPD,7,FDP,4,Grüne,9,FDP,4,PARTEI,3,CDU,13,Christliche Wähler-Einheit,5,SPD,6,Links für soziale Gerechtigkeit,3
659,51,Fulda,Grüne,7,59,Grüne,8,Die Linke,3,Grüne,9,SPD,9,CDU,15,SPD,5,CDU,14,Grüne,7,Links für soziale Gerechtigkeit,3,Grüne,7,CDU,15
660,52,Fulda,SPD,6,59,SPD,8,CDU,19,AfD,4,CDU,13,AfD,3,Grüne,11,Bündnis C - Christen für Deutschland,4,Christliche Wähler-Einheit,5,CDU,15,Christliche Wähler-Einheit,5,PARTEI,3
661,53,Fulda,Christliche Wähler-Einheit,5,59,CDU,15,CDU,20,Links für soziale Gerechtigkeit,3,Christliche Wähler-Einheit,5,Links für soziale Gerechtigkeit,3,Christliche Wähler-Einheit,5,Bürger für Osthessen,4,CDU,14,PARTEI,3,CDU,14,SPD,7
662,54,Fulda,CDU,13,59,Links für soziale Gerechtigkeit,3,Christliche Wähler-Einheit,5,CDU,9,CDU,14,Die Linke,4,CDU,13,FDP,5,Links für soziale Gerechtigkeit,3,SPD,7,Die Linke,5,CDU,16
663,55,Fulda,Links für soziale Gerechtigkeit,3,59,PARTEI,3,Grüne,7,PARTEI,3,SPD,10,PARTEI,3,Links für soziale Gerechtigkeit,3,Christliche Wähler-Einheit,6,PARTEI,3,Grüne,8,Links für soziale Gerechtigkeit,3,FDP,5
664,56,Fulda,PARTEI,3,59,CDU,16,CDU,21,Die Linke,4,Links für soziale Gerechtigkeit,3,FDP,5,CDU,14,SPD,7,AfD,4,CDU,16,CDU,15,Bündnis C - Christen für Deutschland,4
665,57,Fulda,CDU,14,59,Die Linke,4,Links für soziale Gerechtigkeit,3,Grüne,10,PARTEI,3,CDU,16,PARTEI,3,Grüne,5,CDU,15,FDP,5,PARTEI,3,Bürger für Osthessen,4
666,58,Fulda,FDP,8,59,Grüne,9,SPD,5,FDP,6,Grüne,7,Grüne,10,Grüne,12,CDU,15,Grüne,8,Bündnis C - Christen für Deutschland,4,Grüne,8,Christliche Wähler-Einheit,6
667,0,Gelnhausen,FDP,1,37,SPD,1,CDU,1,SPD,1,SPD,1,CDU,1,Grüne,1,SPD,1,CDU,1,CDU,1,CDU,1,CDU,1
668,1,Gelnhausen,SPD,1,37,CDU,1,SPD,1,Grüne,1,CDU,1,Grüne,1,CDU,1,CDU,1,SPD,1,SPD,1,SPD,1,SPD,1
669,2,Gelnhausen,CDU,1,37,Grüne,1,Grüne,1,FDP,1,Grüne,1,FDP,1,SPD,1,FDP,1,Grüne,1,Grüne,1,Grüne,1,Grüne,1
670,3,Gelnhausen,Grüne,1,37,SPD,2,CDU,2,Bürger für Gelnhausen (BG),1,SPD,2,CDU,2,FDP,1,Bürger für Gelnhausen (BG),1,FDP,1,FDP,1,FDP,1,FDP,1
671,4,Gelnhausen,Bürger für Gelnhausen (BG),1,37,Bürger für Gelnhausen (BG),1,FDP,1,CDU,1,FDP,1,Bürger für Gelnhausen (BG),1,Grüne,2,Grüne,1,Bürger für Gelnhausen (BG),1,Bürger für Gelnhausen (BG),1,Bürger für Gelnhausen (BG),1,Bürger für Gelnhausen (BG),1
672,5,Gelnhausen,FDP,2,37,CDU,2,Bürger für Gelnhausen (BG),1,SPD,2,Bürger für Gelnhausen (BG),1,Grüne,2,Bürger für Gelnhausen (BG),1,SPD,2,CDU,2,CDU,2,CDU,2,CDU,2
673,6,Gelnhausen,SPD,2,37,Grüne,2,CDU,3,Grüne,2,CDU,2,CDU,3,CDU,2,CDU,2,SPD,2,SPD,2,SPD,2,SPD,2
674,7,Gelnhausen,CDU,2,37,SPD,3,SPD,2,FDP,2,SPD,3,Grüne,3,SPD,2,FDP,2,Grüne,2,Grüne,2,Grüne,2,Grüne,2
675,8,Gelnhausen,Grüne,2,37,CDU,3,Grüne,2,SPD,3,Grüne,2,FDP,2,Grüne,3,SPD,3,CDU,3,CDU,3,CDU,3,CDU,3
676,9,Gelnhausen,FDP,3,37,Grüne,3,CDU,4,Grüne,3,CDU,3,CDU,4,CDU,3,CDU,3,SPD,3,SPD,3,SPD,3,SPD,3
677,10,Gelnhausen,SPD,3,37,SPD,4,CDU,5,Bürger für Gelnhausen (BG),2,SPD,4,SPD,1,FDP,2,Bürger für Gelnhausen (BG),2,FDP,2,FDP,2,FDP,2,FDP,2
678,11,Gelnhausen,CDU,3,37,Bürger für Gelnhausen (BG),2,SPD,3,CDU,2,FDP,2,Bürger für Gelnhausen (BG),2,SPD,3,Grüne,2,Bürger für Gelnhausen (BG),2,Bürger für Gelnhausen (BG),2,Bürger für Gelnhausen (BG),2,Bürger für Gelnhausen (BG),2
679,12,Gelnhausen,Bürger für Gelnhausen (BG),2,37,CDU,4,FDP,2,SPD,4,Bürger für Gelnhausen (BG),2,Grüne,4,Grüne,4,Wählergemeinschaft Gelnhausen+ e.V. (GN+),1,CDU,4,CDU,4,CDU,4,CDU,4
680,13,Gelnhausen,Grüne,3,37,Wählergemeinschaft Gelnhausen+ e.V. (GN+),1,Bürger für Gelnhausen (BG),2,Wählergemeinschaft Gelnhausen+ e.V. (GN+),1,SPD,5,Wählergemeinschaft Gelnhausen+ e.V. (GN+),1,Bürger für Gelnhausen (BG),2,SPD,4,Grüne,3,Grüne,3,Grüne,3,Grüne,3
681,14,Gelnhausen,FDP,4,37,SPD,5,Grüne,3,FDP,3,CDU,4,CDU,5,CDU,4,CDU,4,SPD,4,SPD,4,SPD,4,SPD,4
682,15,Gelnhausen,Wählergemeinschaft Gelnhausen+ e.V. (GN+),1,37,CDU,5,CDU,6,Grüne,4,Wählergemeinschaft Gelnhausen+ e.V. (GN+),1,FDP,3,Wählergemeinschaft Gelnhausen+ e.V. (GN+),1,FDP,3,Wählergemeinschaft Gelnhausen+ e.V. (GN+),1,Wählergemeinschaft Gelnhausen+ e.V. (GN+),1,Wählergemeinschaft Gelnhausen+ e.V. (GN+),1,Wählergemeinschaft Gelnhausen+ e.V. (GN+),1
683,16,Gelnhausen,SPD,4,37,Grüne,4,Wählergemeinschaft Gelnhausen+ e.V. (GN+),1,SPD,5,Grüne,3,Grüne,5,Grüne,5,SPD,5,CDU,5,CDU,5,CDU,5,CDU,5
684,17,Gelnhausen,CDU,4,37,SPD,6,SPD,4,Grüne,5,SPD,6,CDU,6,SPD,4,Bürger für Gelnhausen (BG),3,FDP,3,FDP,3,FDP,3,FDP,3
685,18,Gelnhausen,FDP,5,37,Bürger für Gelnhausen (BG),3,CDU,7,Bürger für Gelnhausen (BG),3,FDP,3,Bürger für Gelnhausen (BG),3,FDP,3,CDU,5,Grüne,4,Grüne,4,Grüne,4,Grüne,4
686,19,Gelnhausen,Grüne,4,37,CDU,6,Grüne,4,FDP,4,CDU,5,Grüne,6,CDU,5,Grüne,3,SPD,5,SPD,5,SPD,5,SPD,5
687,20,Gelnhausen,SPD,5,37,Grüne,5,FDP,3,CDU,3,SPD,7,FDP,4,Grüne,6,FDP,4,Bürger für Gelnhausen (BG),3,Bürger für Gelnhausen (BG),3,Bürger für Gelnhausen (BG),3,Bürger für Gelnhausen (BG),3
688,21,Gelnhausen,CDU,5,37,SPD,7,CDU,8,SPD,6,Bürger für Gelnhausen (BG),3,CDU,7,Bürger für Gelnhausen (BG),3,SPD,6,CDU,6,CDU,6,CDU,6,CDU,6
689,22,Gelnhausen,Bürger für Gelnhausen (BG),3,37,FDP,1,Bürger für Gelnhausen (BG),3,Grüne,6,Grüne,4,Grüne,7,SPD,5,CDU,6,SPD,6,SPD,6,SPD,6,SPD,6
690,23,Gelnhausen,FDP,6,37,CDU,7,SPD,5,SPD,7,CDU,6,CDU,8,CDU,6,Bürger für Gelnhausen (BG),4,Grüne,5,Grüne,5,Grüne,5,Grüne,5
691,24,Gelnhausen,Grüne,5,37,Grüne,6,CDU,9,FDP,5,SPD,8,SPD,2,Grüne,7,SPD,7,FDP,4,FDP,4,FDP,4,FDP,4
692,25,Gelnhausen,SPD,6,37,SPD,8,Grüne,5,Bürger für Gelnhausen (BG),4,FDP,4,FDP,5,FDP,4,Grüne,4,CDU,7,CDU,7,CDU,7,CDU,7
693,26,Gelnhausen,CDU,6,37,Bürger für Gelnhausen (BG),4,CDU,10,Grüne,7,CDU,7,Bürger für Gelnhausen (BG),4,SPD,6,CDU,7,SPD,7,SPD,7,SPD,7,SPD,7
694,27,Gelnhausen,FDP,7,37,CDU,8,SPD,6,CDU,4,Grüne,5,Grüne,8,CDU,7,FDP,5,Bürger für Gelnhausen (BG),4,Bürger für Gelnhausen (BG),4,Bürger für Gelnhausen (BG),4,Bürger für Gelnhausen (BG),4
695,28,Gelnhausen,Bürger für Gelnhausen (BG),4,37,SPD,9,FDP,4,SPD,8,SPD,9,CDU,9,Grüne,8,Wählergemeinschaft Gelnhausen+ e.V. (GN+),2,CDU,8,CDU,8,CDU,8,CDU,8
696,29,Gelnhausen,SPD,7,37,Wählergemeinschaft Gelnhausen+ e.V. (GN+),2,CDU,11,Wählergemeinschaft Gelnhausen+ e.V. (GN+),2,Bürger für Gelnhausen (BG),4,Wählergemeinschaft Gelnhausen+ e.V. (GN+),2,Bürger für Gelnhausen (BG),4,SPD,8,Grüne,6,Grüne,6,Grüne,6,Grüne,6
697,30,Gelnhausen,CDU,7,37,Grüne,7,Bürger für Gelnhausen (BG),4,FDP,6,SPD,10,Grüne,9,FDP,5,CDU,8,FDP,5,FDP,5,FDP,5,FDP,5
698,31,Gelnhausen,Grüne,6,37,CDU,9,Grüne,6,Grüne,8,CDU,8,CDU,10,SPD,7,Bürger für Gelnhausen (BG),5,SPD,8,SPD,8,SPD,8,SPD,8
699,32,Gelnhausen,FDP,8,37,SPD,10,CDU,12,SPD,9,FDP,5,FDP,6,Grüne,9,Grüne,5,Wählergemeinschaft Gelnhausen+ e.V. (GN+),2,Wählergemeinschaft Gelnhausen+ e.V. (GN+),2,Wählergemeinschaft Gelnhausen+ e.V. (GN+),2,Wählergemeinschaft Gelnhausen+ e.V. (GN+),2
700,33,Gelnhausen,Wählergemeinschaft Gelnhausen+ e.V. (GN+),2,37,Bürger für Gelnhausen (BG),5,SPD,7,Bürger für Gelnhausen (BG),5,Wählergemeinschaft Gelnhausen+ e.V. (GN+),2,Bürger für Gelnhausen (BG),5,CDU,8,FDP,6,CDU,9,CDU,9,CDU,9,CDU,9
701,34,Gelnhausen,SPD,8,37,CDU,10,Wählergemeinschaft Gelnhausen+ e.V. (GN+),2,CDU,5,Grüne,6,CDU,11,Wählergemeinschaft Gelnhausen+ e.V. (GN+),2,SPD,9,Grüne,7,Grüne,7,Grüne,7,Grüne,7
702,35,Gelnhausen,CDU,8,37,Grüne,8,CDU,13,Grüne,9,SPD,11,Grüne,10,Grüne,10,CDU,9,SPD,9,SPD,9,SPD,9,SPD,9
703,36,Gelnhausen,Grüne,7,37,SPD,11,FDP,5,FDP,7,CDU,9,FDP,7,SPD,8,SPD,10,Bürger für Gelnhausen (BG),5,Bürger für Gelnhausen (BG),5,Bürger für Gelnhausen (BG),5,Bürger für Gelnhausen (BG),5
704,0,Giessen,Grüne,1,59,Grüne,1,Grüne,1,Grüne,1,Grüne,1,Grüne,1,Grüne,1,SPD,1,Grüne,1,Grüne,1,Grüne,1,Grüne,1
705,1,Giessen,SPD,1,59,SPD,1,CDU,1,SPD,1,SPD,1,CDU,1,SPD,1,Grüne,1,SPD,1,SPD,1,SPD,1,SPD,1
706,2,Giessen,CDU,1,59,CDU,1,SPD,1,Grüne,2,CDU,1,Grüne,2,CDU,1,SPD,2,CDU,1,CDU,1,CDU,1,CDU,1
707,3,Giessen,FDP,1,59,Grüne,2,Grüne,2,SPD,2,Grüne,2,Grüne,3,Grüne,2,CDU,1,Grüne,2,Grüne,2,Grüne,2,Grüne,2
708,4,Giessen,Grüne,2,59,SPD,2,CDU,2,FDP,1,SPD,2,CDU,2,SPD,2,FDP,1,SPD,2,SPD,2,SPD,2,SPD,2
709,5,Giessen,SPD,2,59,CDU,2,SPD,2,Grüne,3,CDU,2,Die Linke,1,Grüne,3,Die Linke,1,CDU,2,CDU,2,CDU,2,CDU,2
710,6,Giessen,Die Linke,1,59,Grüne,3,Die Linke,1,Die Linke,1,Die Linke,1,FDP,1,CDU,2,SPD,3,Grüne,3,Grüne,3,Grüne,3,FDP,1
711,7,Giessen,Grüne,3,59,SPD,3,Grüne,3,SPD,3,FDP,1,Grüne,4,Die Linke,1,Grüne,2,Die Linke,1,FDP,1,FDP,1,Grüne,3
712,8,Giessen,CDU,2,59,Die Linke,1,FDP,1,AfD,1,Grüne,3,CDU,3,FDP,1,FW,1,FDP,1,Die Linke,1,SPD,3,SPD,3
713,9,Giessen,SPD,3,59,Grüne,4,CDU,3,Grüne,4,SPD,3,Grüne,5,SPD,3,SPD,4,SPD,3,SPD,3,Die Linke,1,CDU,3
714,10,Giessen,FDP,2,59,SPD,4,SPD,3,SPD,4,Grüne,4,AfD,1,Grüne,4,CDU,2,AfD,1,Grüne,4,Grüne,4,Grüne,4
715,11,Giessen,Grüne,4,59,AfD,1,Grüne,4,Grüne,5,CDU,3,Grüne,6,CDU,3,Gießen gemeinsam gestalten,1,Grüne,4,CDU,3,CDU,3,SPD,4
716,12,Giessen,SPD,4,59,CDU,3,CDU,4,FDP,2,SPD,4,CDU,4,Grüne,5,AfD,1,CDU,3,SPD,4,SPD,4,FW,1
717,13,Giessen,CDU,3,59,Grüne,5,SPD,4,FW,1,Grüne,5,FW,1,SPD,4,FDP,2,SPD,4,Grüne,5,Grüne,5,Grüne,5
718,14,Giessen,Grüne,5,59,SPD,5,FW,1,Grüne,6,FW,1,Die Linke,2,FW,1,SPD,5,Grüne,5,FW,1,FW,1,SPD,5
719,15,Giessen,FW,1,59,FW,1,Grüne,5,SPD,5,SPD,5,SPD,1,Grüne,6,Grüne,3,FW,1,SPD,5,SPD,5,Gießen gemeinsam gestalten,1
720,16,Giessen,SPD,5,59,CDU,4,AfD,1,CDU,1,CDU,4,FDP,2,AfD,1,Die Linke,2,SPD,5,CDU,4,CDU,4,CDU,4
